Id,LotArea,OverallQual,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,YrSold,SalePrice
1019,10784,7,1991,1992,0,384,384,1472,2,3,1,7,1,2,2007,160000
1020,3013,7,2005,2005,16,1346,1362,1506,2,2,1,6,1,2,2006,213490
1021,7024,4,2005,2005,1024,108,1132,1132,1,2,1,5,0,2,2008,176000
1022,7406,7,2006,2006,684,515,1199,1220,2,2,1,6,0,2,2006,194000
1023,9439,5,1930,1950,324,588,912,1248,1,2,1,6,0,1,2007,87000
1024,3182,7,2005,2006,16,1330,1346,1504,2,2,1,7,1,2,2008,191000
1025,15498,8,1976,1976,1165,0,1565,2898,2,2,1,10,1,2,2008,287000
1026,7700,5,1972,1972,138,276,882,882,1,3,1,5,0,2,2007,112500
1027,9300,5,1960,1960,697,571,1268,1264,1,3,1,6,2,2,2010,167500
1028,9520,8,2007,2008,1513,125,1638,1646,2,3,1,7,1,3,2008,293077
1029,9492,5,1941,1950,368,359,768,1376,1,3,1,6,1,1,2007,105000
1030,1680,6,1972,1972,317,355,672,1218,1,3,1,7,0,1,2006,118000
1031,7082,5,1916,1995,0,686,686,1928,2,5,2,10,0,0,2006,160000
1032,15863,7,1920,1970,523,301,824,3082,2,5,1,12,2,2,2009,197000
1033,14541,8,1993,1993,1012,326,1338,2520,2,5,1,10,1,3,2006,310000
1034,8125,7,2002,2002,986,668,1654,1654,2,3,1,6,0,3,2006,230000
1035,6305,5,1938,1950,0,920,920,954,1,2,1,5,1,1,2007,119750
1036,11500,4,1957,1957,0,0,0,845,1,3,1,5,0,1,2009,84000
1037,12898,9,2007,2008,1022,598,1620,1620,2,2,1,6,1,3,2009,315500
1038,9240,8,2001,2002,0,1055,1055,2263,2,3,1,7,1,2,2008,287000
1039,1533,4,1970,2008,0,546,546,1344,1,3,1,6,1,0,2009,97000
1040,1477,4,1970,1970,509,121,630,630,1,1,1,3,0,1,2009,80000
1041,13125,5,1957,2000,168,284,1134,1803,2,3,1,8,1,2,2006,155000
1042,9130,6,1966,2000,400,336,800,1632,1,4,1,7,0,2,2008,173000
1043,5381,6,2005,2005,900,406,1306,1306,2,1,1,5,1,2,2009,196000
1044,11839,7,1990,1990,1085,390,1475,2329,2,4,1,10,1,2,2008,262280
1045,9600,8,1981,1981,1104,1420,2524,2524,2,4,1,9,1,2,2009,278000
1046,13680,3,1955,1955,0,0,0,1733,2,4,1,8,1,2,2009,139600
1047,16056,9,2005,2006,240,1752,1992,2868,3,4,1,11,1,3,2006,556581
1048,9245,5,1994,1995,686,304,990,990,1,3,1,5,0,2,2008,145000
1049,21750,5,1960,2006,0,0,0,1771,1,3,1,9,1,2,2009,115000
1050,11100,4,1946,2006,0,0,0,930,1,2,1,6,0,1,2010,84900
1051,8993,7,2007,2007,0,1302,1302,1302,2,3,1,6,0,2,2007,176485
1052,11175,7,2007,2007,0,1316,1316,1316,2,3,1,6,1,2,2007,200141
1053,9500,6,1964,1978,442,374,816,1977,1,4,1,9,1,2,2007,165000
1054,8562,5,1957,2002,383,833,1216,1526,1,4,1,7,1,1,2010,144500
1055,11367,8,2002,2002,932,133,1065,1989,2,3,1,7,1,2,2006,255000
1056,11361,6,1976,1976,644,549,1193,1523,2,3,1,7,1,2,2008,180000
1057,7052,7,2005,2005,659,705,1364,1364,2,2,1,6,1,2,2006,185850
1058,29959,7,1994,1994,595,378,973,1850,2,3,1,7,1,2,2009,248000
1059,11308,9,2008,2008,936,168,1104,2184,2,3,1,10,1,3,2009,335000
1060,11275,6,1932,1950,297,0,854,1991,1,3,1,7,1,2,2007,220000
1061,4920,8,2001,2001,616,722,1338,1338,2,2,1,6,0,2,2010,213500
1062,18000,3,1935,1950,0,894,894,894,1,2,1,6,0,3,2008,81000
1063,13600,5,1900,1950,0,662,662,2337,2,5,2,10,0,2,2007,90000
1064,6000,6,1925,1980,397,706,1103,1103,1,2,1,5,1,2,2006,110500
1065,11000,5,1966,1966,740,184,1154,1154,1,3,1,6,1,2,2009,154000
1066,14000,7,1996,1997,1201,105,1306,2260,2,3,1,7,0,2,2010,328000
1067,7837,6,1993,1994,0,799,799,1571,2,3,1,7,1,2,2009,178000
1068,9760,6,1964,1964,674,0,780,1611,1,4,1,7,0,2,2008,167900
1069,3964,6,1973,1973,837,105,942,2521,2,5,1,10,1,2,2006,151400
1070,9600,5,1949,2003,220,625,845,893,1,2,1,4,0,2,2007,135000
1071,10152,5,1956,1956,586,462,1048,1048,1,3,1,6,0,1,2007,135000
1072,11700,6,1968,1968,298,429,727,1556,1,4,1,8,0,2,2009,154000
1073,7585,5,1948,1950,0,810,810,1456,1,4,1,7,1,1,2006,91500
1074,7950,6,1977,1977,535,155,690,1426,1,3,1,6,0,2,2009,159500
1075,8556,7,2006,2006,0,1240,1240,1240,2,2,1,5,0,3,2007,194000
1076,13125,7,1940,1984,410,390,800,1740,1,3,1,6,2,1,2007,219500
1077,10800,5,1936,1989,626,170,796,1466,2,3,1,7,1,2,2006,170000
1078,15870,5,1969,1969,75,230,1096,1096,1,3,1,6,0,1,2006,138800
1079,4435,6,2004,2004,662,186,848,848,1,1,1,3,1,2,2006,155900
1080,8775,5,1994,1994,495,495,990,990,1,3,1,5,0,1,2007,126000
1081,11040,6,1971,2004,656,602,1258,1258,2,3,1,5,0,2,2008,145000
1082,7500,5,1963,1963,824,216,1040,1040,1,3,1,5,0,1,2010,133000
1083,8749,7,2002,2002,0,1459,1459,1459,2,3,1,6,1,2,2007,192000
1084,8800,6,1964,1964,553,698,1251,1251,1,3,1,6,2,1,2006,160000
1085,13031,6,1995,1996,592,99,691,1498,2,3,1,6,1,2,2006,187500
1086,9069,6,1992,1992,747,189,936,996,1,2,1,5,0,2,2010,147000
1087,1974,4,1973,1973,334,212,546,1092,1,3,1,6,0,1,2010,83500
1088,10574,8,2005,2006,0,1082,1082,1953,2,3,1,9,1,3,2009,252000
1089,2522,7,2004,2004,0,970,970,1709,2,3,1,7,0,2,2006,137500
1090,3316,8,2005,2005,1039,208,1247,1247,1,1,1,4,1,2,2006,197000
1091,8544,3,1950,1950,0,0,0,1040,2,2,2,6,0,2,2009,92900
1092,2160,7,1999,2000,510,90,600,1252,2,2,1,4,0,2,2008,160000
1093,8400,6,1925,1950,423,758,1181,1694,2,4,1,7,1,2,2008,136500
1094,9230,5,1965,1998,661,203,864,1200,1,1,1,6,0,2,2006,146000
1095,5868,5,1956,2000,248,448,936,936,1,2,1,4,0,1,2010,129000
1096,9317,6,2006,2006,24,1290,1314,1314,2,3,1,6,1,2,2007,176432
1097,6882,6,1914,2006,0,684,684,1355,1,3,1,7,0,0,2007,127000
1098,3696,8,1986,1986,0,1074,1074,1088,1,2,1,5,0,2,2007,170000
1099,6000,4,1936,1950,672,0,672,1324,1,3,1,6,0,1,2009,128000
1100,11880,7,1978,1978,704,567,1271,1601,2,3,1,7,1,2,2009,157000
1101,8400,2,1920,1950,290,0,290,438,1,1,1,3,0,1,2009,60000
1102,9758,5,1971,1971,412,251,950,950,1,3,1,5,0,1,2007,119500
1103,7000,5,1960,2002,588,422,1010,1134,1,2,1,6,0,1,2007,135000
1104,8910,6,1959,1959,655,0,655,1194,1,3,1,6,1,2,2006,159500
1105,2016,5,1970,1970,0,630,630,1302,2,3,1,6,0,2,2007,106000
1106,12256,8,1994,1995,1032,431,1463,2622,2,3,1,9,2,2,2010,325000
1107,10357,7,1990,1991,738,172,910,1442,2,3,1,6,1,2,2007,179900
1108,23257,7,2006,2006,0,868,868,2021,2,3,1,9,1,2,2006,274725
1109,8063,6,2000,2000,0,924,924,1690,2,3,1,7,1,2,2007,181000
1110,11362,8,2004,2005,1039,797,1836,1836,2,3,1,7,1,3,2009,280000
1111,8000,6,1995,1996,219,554,773,1658,2,3,1,8,1,2,2008,188000
1112,10480,7,1976,1976,403,400,803,1964,2,4,1,8,1,2,2008,205000
1113,7100,5,1957,1957,708,108,816,816,1,2,1,5,0,1,2006,129900
1114,8923,5,1953,2006,643,365,1008,1008,1,2,1,6,0,1,2007,134500
1115,5400,5,1954,2000,415,418,833,833,1,2,1,4,0,1,2006,117000
1116,12085,8,2007,2007,1004,730,1734,1734,2,3,1,7,1,3,2007,318000
1117,7750,8,2002,2002,353,55,408,1419,2,3,1,7,1,2,2009,184100
1118,9764,5,1967,2003,702,192,894,894,1,3,1,5,0,2,2008,130000
1119,13825,5,1958,1987,0,533,533,1601,1,3,1,6,0,1,2008,140000
1120,7560,5,1959,1959,369,671,1040,1040,1,3,1,6,0,1,2006,133700
1121,8263,6,1920,1950,0,1012,1012,1012,1,2,1,6,1,1,2007,118400
1122,10084,7,2005,2006,24,1528,1552,1552,2,3,1,7,0,3,2006,212900
1123,8926,4,1956,1956,0,672,672,960,1,3,1,5,0,1,2009,112000
1124,9405,5,1947,2008,0,698,698,698,1,2,1,4,0,0,2009,118000
1125,9125,7,1992,1992,0,384,384,1482,2,3,1,7,1,2,2007,163900
1126,10434,4,1955,1955,0,1005,1005,1005,1,2,1,5,1,2,2009,115000
1127,3684,7,2007,2007,0,1373,1373,1555,2,2,1,7,1,3,2009,174000
1128,14572,7,2004,2004,1300,230,1530,1530,2,3,1,7,1,3,2007,259000
1129,11796,7,2004,2005,0,847,847,1959,2,4,1,8,1,2,2007,215000
1130,7200,5,1980,1980,936,0,936,936,1,2,1,4,0,2,2007,140000
1131,7804,4,1928,1950,622,500,1122,1981,2,4,1,7,2,2,2009,135000
1132,10712,5,1991,1992,212,762,974,974,1,3,1,5,0,0,2007,93500
1133,9900,6,1880,1950,0,1008,1008,2210,2,5,1,8,0,1,2007,117500
1134,9828,8,1995,1995,584,544,1128,2020,2,3,1,8,1,2,2009,239500
1135,8773,6,1997,1997,0,916,916,1600,2,3,1,7,1,2,2007,169000
1136,6180,6,1926,1950,0,960,960,986,1,2,1,5,1,1,2007,102000
1137,9600,6,1950,1950,280,752,1032,1252,1,3,1,6,0,1,2008,119000
1138,6342,5,1875,1996,0,780,780,1020,1,2,1,6,0,0,2010,94000
1139,9819,6,1977,1977,1567,0,1567,1567,2,2,1,5,2,2,2009,196000
1140,8731,5,1920,1950,645,270,915,1167,1,3,1,6,1,2,2007,144000
1141,7350,5,1951,1951,852,100,952,952,1,2,1,4,0,2,2008,139000
1142,10304,5,1976,1976,381,399,780,1868,2,4,1,9,1,2,2009,197500
1143,9965,8,2006,2007,1150,316,1466,2828,3,4,1,11,1,3,2007,424870
1144,9000,5,1959,1959,288,718,1006,1006,1,3,1,5,0,0,2008,80000
1145,12180,4,1941,1950,348,324,672,924,1,2,1,5,0,1,2010,80000
1146,6240,5,1928,1950,0,1042,1042,1576,1,3,1,8,1,1,2006,149000
1147,11200,6,1985,1985,1258,40,1298,1298,2,3,1,5,1,2,2006,180000
1148,12000,7,1941,1950,275,429,704,1564,1,3,1,7,1,1,2009,174500
1149,5700,7,1926,1950,0,572,572,1111,1,2,1,5,1,1,2008,116900
1150,9000,7,1920,1988,624,26,650,1482,1,3,1,7,0,2,2009,143000
1151,8280,6,1950,1950,0,932,932,932,1,2,1,4,1,1,2007,124000
1152,17755,5,1959,1959,176,1290,1466,1466,1,3,1,6,2,2,2006,149900
1153,14115,6,1956,2004,296,230,1073,1811,1,2,1,6,1,2,2006,230000
1154,5890,6,1930,2007,538,278,816,816,1,2,1,5,0,1,2008,120500
1155,13700,7,1965,1988,454,410,864,1820,1,4,1,8,2,2,2008,201800
1156,10768,5,1976,2004,1157,280,1437,1437,2,3,1,6,1,2,2007,218000
1157,9350,5,1965,1999,633,586,1219,1265,2,3,1,6,1,2,2008,179900
1158,5001,7,2007,2008,904,410,1314,1314,2,2,1,6,1,2,2009,230000
1159,11932,8,2007,2008,0,1580,1580,1580,2,3,1,7,0,3,2008,235128
1160,9120,6,1974,1974,442,459,901,1876,2,4,1,8,1,2,2008,185000
1161,2280,6,1978,1978,311,544,855,1456,2,3,1,7,1,2,2010,146000
1162,14778,6,1954,2006,728,568,1296,1640,1,3,1,7,1,2,2008,224000
1163,8724,5,1968,1968,492,402,894,894,1,3,1,5,1,2,2007,129000
1164,12900,4,1969,1969,1198,0,1198,1258,0,0,2,6,0,2,2008,108959
1165,16157,5,1978,1978,680,289,1360,1432,1,2,1,5,1,2,2007,194000
1166,9541,7,2009,2009,0,1502,1502,1502,2,3,1,7,0,2,2009,233170
1167,10475,8,2008,2008,0,1694,1694,1694,2,3,1,7,0,3,2010,245350
1168,10852,6,2000,2000,786,173,959,1671,2,3,1,7,1,2,2006,173000
1169,13728,6,1935,1986,626,501,1127,2108,2,4,1,7,2,2,2008,235000
1170,35760,10,1995,1996,1387,543,1930,3627,3,4,1,10,1,3,2006,625000
1171,9880,6,1977,1977,522,574,1096,1118,1,3,1,6,1,1,2008,171000
1172,9120,6,1958,1958,662,599,1261,1261,1,3,1,6,1,2,2008,163000
1173,4017,7,2006,2007,0,625,625,1250,2,2,1,5,0,2,2008,171900
1174,18030,5,1946,1994,152,977,1598,3086,3,3,1,12,1,0,2007,200500
1175,16560,6,1932,1950,503,449,952,2345,2,4,1,9,1,2,2006,239000
1176,10678,8,1992,2000,700,983,1683,2872,2,4,1,9,1,2,2007,285000
1177,6951,5,1984,1985,658,218,876,923,1,3,1,5,0,1,2008,119500
1178,3950,6,1926,2004,468,350,818,1224,1,3,1,5,0,1,2009,115000
1179,7681,5,1921,1950,0,731,731,1343,1,3,1,7,1,1,2009,154900
1180,8335,5,1954,1954,0,0,0,1124,1,3,1,5,1,0,2006,93000
1181,11170,7,1990,1991,1216,0,1216,2514,2,4,1,8,0,2,2006,250000
1182,5587,8,2008,2008,1480,120,1600,1652,2,2,1,5,1,2,2008,392500
1183,15623,10,1996,1996,2096,300,2396,4476,3,4,1,10,2,3,2007,745000
1184,10800,5,1920,1950,821,299,1120,1130,1,2,1,5,1,2,2006,120000
1185,35133,5,1963,1963,1159,413,1572,1572,1,3,1,5,2,3,2007,186700
1186,9738,5,1924,1950,392,392,784,1221,1,4,1,7,0,1,2006,104900
1187,10615,3,1900,1970,440,538,978,1699,2,3,2,7,0,2,2009,95000
1188,12461,8,1994,1995,1456,168,1624,1624,2,2,1,5,1,3,2006,262000
1189,8935,7,2002,2002,0,831,831,1660,2,3,1,7,0,2,2009,195000
1190,7500,7,1999,1999,0,994,994,1804,2,3,1,7,1,2,2010,189000
1191,32463,4,1961,1975,1159,90,1249,1622,1,3,1,7,1,4,2007,168000
1192,2645,8,1999,2000,0,776,776,1441,2,2,1,5,0,2,2007,174000
1193,9600,5,1925,1994,0,702,702,1472,1,3,1,6,0,1,2007,125000
1194,4500,6,1999,1999,883,341,1224,1224,2,2,1,5,0,2,2009,165000
1195,9364,6,1969,1969,371,292,663,1352,1,4,1,7,0,1,2010,158000
1196,8029,6,2005,2005,0,728,728,1456,2,3,1,8,0,2,2008,176000
1197,14054,7,2006,2006,0,879,879,1863,2,4,1,9,1,3,2006,219210
1198,8850,7,1916,1950,0,815,815,1690,1,3,1,7,1,1,2006,144000
1199,9100,7,2001,2001,0,1212,1212,1212,2,3,1,6,0,2,2009,178000
1200,11235,4,1963,1979,547,504,1051,1382,1,3,1,6,1,2,2006,148000
1201,9353,4,1970,1970,0,864,864,864,1,3,1,5,0,1,2006,116050
1202,10400,7,1998,1998,0,866,866,1779,2,3,1,6,0,2,2009,197900
1203,6000,5,1925,1997,0,884,884,1348,1,3,1,5,1,1,2009,117000
1204,9750,7,2000,2001,0,1630,1630,1630,2,3,1,6,1,2,2009,213000
1205,10140,5,1975,1975,788,268,1056,1074,1,3,1,6,0,2,2006,153500
1206,14684,7,1990,1991,485,1496,2158,2196,2,3,1,7,1,3,2009,271900
1207,8900,4,1966,1966,1056,0,1056,1056,1,2,1,5,0,1,2006,107000
1208,9135,6,2003,2003,340,1342,1682,1700,2,3,1,7,0,2,2006,200000
1209,7763,5,1962,1980,504,319,931,1283,1,3,1,6,0,2,2008,140000
1210,10182,8,2006,2006,1220,440,1660,1660,2,3,1,8,1,2,2006,290000
1211,11218,6,1992,1992,0,1055,1055,1845,2,3,1,8,1,2,2010,189000
1212,12134,8,1988,2005,427,132,559,1752,2,4,1,8,0,2,2010,164000
1213,9340,4,1941,1950,344,328,672,672,1,2,1,4,0,1,2009,113000
1214,10246,4,1965,2001,648,0,648,960,0,0,1,3,0,1,2006,145000
1215,10205,5,1962,1962,784,141,925,999,1,3,1,6,0,1,2006,134500
1216,7094,5,1966,1966,180,340,894,894,1,3,1,5,0,1,2007,125000
1217,8930,6,1978,1978,0,0,0,1902,2,4,2,8,0,2,2010,112000
1218,8640,8,2009,2009,936,364,1300,1314,2,3,1,6,0,2,2009,229456
1219,6240,4,1947,1950,0,0,0,912,1,2,1,3,0,0,2006,80500
1220,1680,6,1971,1971,0,672,672,1218,1,3,1,7,0,0,2006,91500
1221,7800,5,1964,1964,312,0,912,912,1,2,1,5,0,1,2006,115000
1222,8250,5,1968,1968,250,210,952,1211,1,3,1,5,1,1,2008,134000
1223,10496,6,1949,1950,196,844,1040,1846,2,3,1,7,1,1,2007,143000
1224,10680,5,1951,1951,756,1380,2136,2136,2,4,1,7,0,2,2006,137900
1225,15384,7,2004,2005,724,64,788,1490,2,3,1,8,1,2,2008,184000
1226,10482,6,1958,1958,507,81,588,1138,1,3,1,6,0,1,2007,145000
1227,14598,6,2007,2007,0,894,894,1933,2,4,1,9,1,3,2008,214000
1228,8872,5,1965,2008,595,317,912,912,1,2,1,5,0,2,2008,147000
1229,8769,9,2008,2008,1540,162,1702,1702,1,1,1,7,1,3,2008,367294
1230,7910,5,1960,1960,666,409,1075,1507,2,4,1,7,0,1,2008,127000
1231,18890,5,1977,1977,498,652,1361,2620,2,4,2,12,1,2,2007,190000
1232,7728,5,1962,1962,803,303,1106,1190,1,3,1,6,0,2,2006,132500
1233,9842,4,1962,1962,0,0,0,1224,2,2,2,6,0,2,2007,101800
1234,12160,5,1959,1959,1000,188,1188,1188,1,3,1,6,0,2,2010,142000
1235,8525,5,1911,1950,0,940,940,1964,1,4,1,7,0,0,2008,130000
1236,13132,5,1914,1950,0,747,747,1784,1,4,1,9,0,1,2006,138887
1237,2628,7,2003,2003,0,764,764,1626,2,2,1,6,0,2,2010,175500
1238,12393,7,2004,2005,0,847,847,1948,2,4,1,8,1,2,2006,195000
1239,13072,6,2005,2005,0,1141,1141,1141,1,3,1,6,0,2,2006,142500
1240,9037,8,2006,2006,428,1048,1476,1484,2,2,1,6,1,2,2007,265900
1241,8158,7,2003,2003,550,334,884,1768,2,3,1,8,0,2,2008,224900
1242,9849,7,2007,2007,0,1689,1689,1689,2,3,1,7,0,3,2007,248328
1243,10625,7,1974,1974,885,0,1053,1173,2,3,1,6,2,2,2010,170000
1244,13891,10,2006,2006,1386,690,2076,2076,2,2,1,7,1,3,2006,465000
1245,11435,8,1929,1950,0,792,792,1517,1,3,1,7,2,2,2006,230000
1246,12090,6,1984,2003,0,585,585,1868,3,3,1,7,1,2,2007,178000
1247,8125,7,2005,2006,0,756,756,1553,2,3,1,6,0,2,2006,186500
1248,12328,6,1976,1976,539,473,1012,1034,1,3,1,6,0,3,2010,169900
1249,9600,6,1917,1950,319,416,735,2058,1,3,1,8,1,2,2008,129500
1250,7200,5,1950,1950,534,246,876,988,1,3,1,6,0,1,2007,119000
1251,11160,7,1968,1968,1065,1045,2110,2110,2,3,1,8,2,2,2010,244000
1252,3136,7,2003,2003,0,1405,1405,1405,2,2,1,6,1,2,2006,171750
1253,9858,5,1968,1968,510,354,864,874,1,3,1,5,0,1,2009,130000
1254,17542,7,1974,2003,125,36,1192,2167,2,3,1,9,2,2,2007,294000
1255,6931,7,2003,2004,0,746,746,1656,2,3,1,7,1,2,2008,165400
1256,6240,6,1931,1950,425,459,884,1367,1,3,1,6,1,1,2007,127500
1257,14303,8,1994,1994,1314,672,1986,1987,2,2,1,7,1,2,2008,301500
1258,4060,5,1922,1950,0,864,864,864,1,2,1,4,0,0,2009,99900
1259,9587,7,2005,2005,655,201,856,1166,2,2,1,5,0,2,2008,190000
1260,9750,6,1969,1969,602,14,1054,1054,1,3,1,6,0,2,2008,151000
1261,24682,6,1999,1999,0,841,841,1675,2,3,1,7,1,2,2009,181000
1262,9600,5,1956,1956,504,546,1050,1050,1,2,1,5,0,1,2009,128900
1263,11250,4,1957,1989,0,1104,1104,1788,1,5,1,8,2,1,2009,161500
1264,13515,6,1919,1950,0,764,764,1824,1,3,1,8,1,2,2007,180500
1265,4060,6,1998,1999,266,1139,1405,1337,2,2,1,5,0,2,2008,181000
1266,3735,7,1999,1999,450,241,691,1452,2,3,1,6,0,2,2006,183900
1267,10120,7,1910,1950,0,925,925,1889,1,4,2,9,1,1,2007,122000
1268,13214,9,2008,2009,0,2002,2002,2018,2,3,1,10,1,3,2010,378500
1269,14100,8,1935,1997,192,536,728,3447,3,4,1,11,2,3,2008,381000
1270,11344,5,1958,1958,460,414,874,1524,1,3,1,7,0,1,2007,144000
1271,23595,7,1979,1979,1258,74,1332,1524,0,0,1,4,1,2,2010,260000
1272,9156,6,1968,1968,0,1489,1489,1489,2,3,1,7,1,2,2009,185750
1273,13526,5,1965,1965,560,0,935,935,1,3,1,5,0,1,2006,137000
1274,11512,6,1959,2006,719,300,1019,1357,1,2,1,5,1,1,2008,177000
1275,5362,5,1910,2003,0,661,661,1250,2,3,1,8,1,2,2007,139000
1276,11345,5,1948,1950,220,708,928,1920,2,4,2,10,0,2,2007,137000
1277,12936,6,1972,1972,593,130,723,1395,1,3,1,6,1,2,2009,162000
1278,17871,6,1967,1976,528,1152,1680,1724,1,3,1,7,1,2,2009,197900
1279,9473,8,2002,2002,804,324,1128,2031,2,3,1,7,1,2,2008,237000
1280,7500,4,1920,1950,0,698,698,1128,1,2,1,6,0,2,2010,68400
1281,9808,7,2002,2002,788,785,1573,1573,2,3,1,6,0,2,2009,227000
1282,8049,7,1990,1990,1053,256,1309,1339,2,2,1,6,1,2,2006,180000
1283,8800,5,1977,2008,532,364,1040,1040,2,3,1,5,0,2,2009,150500
1284,9400,6,1971,1971,0,912,912,1824,2,4,2,8,0,0,2010,139000
1285,9638,6,1919,1990,0,804,804,2447,2,4,1,10,1,1,2010,169000
1286,6000,6,1939,1950,0,780,780,1412,1,4,1,6,1,1,2009,132500
1287,9790,6,1963,1963,569,678,1328,1328,1,3,1,6,2,2,2010,143000
1288,36500,5,1964,1964,812,812,1624,1582,2,4,1,7,0,2,2006,190000
1289,5664,8,2000,2000,1158,343,1501,1659,2,2,1,5,1,2,2009,278000
1290,11065,8,2006,2006,0,1085,1085,1970,2,3,1,8,1,3,2006,281000
1291,14112,5,1964,1964,1014,138,1152,1152,1,3,1,6,1,2,2010,180500
1292,1680,5,1972,1972,231,399,630,1302,2,3,1,6,0,1,2009,119500
1293,6600,5,1892,1965,0,994,994,2372,2,4,2,11,0,1,2009,107500
1294,10140,7,1976,1976,194,638,832,1664,2,4,1,8,1,2,2006,162900
1295,8172,5,1955,1990,167,697,864,864,1,2,1,5,0,2,2006,115000
1296,8400,5,1968,1968,1016,36,1052,1052,1,3,1,5,0,1,2006,138500
1297,8700,5,1963,1963,776,344,1120,1128,2,3,1,6,0,2,2008,155000
1298,3675,6,2005,2006,547,0,547,1072,2,2,1,5,0,2,2006,140000
1299,63887,10,2008,2008,5644,466,6110,5642,2,3,1,12,3,2,2008,160000
1300,7500,5,1959,1994,340,0,1246,1246,1,3,1,6,0,1,2010,154000
1301,10762,7,1999,1999,694,284,978,1983,2,3,1,9,1,2,2009,225000
1302,7500,6,1942,1950,547,224,771,1494,1,3,1,7,2,1,2009,177500
1303,10120,8,1994,1994,740,425,1165,2526,2,4,1,8,1,3,2006,290000
1304,8688,7,2005,2005,0,1616,1616,1616,2,3,1,7,0,3,2006,232000
1305,3363,7,2004,2004,0,976,976,1708,2,3,1,7,0,2,2006,130000
1306,13173,9,2006,2007,1572,80,1652,1652,2,2,1,6,2,2,2009,325000
1307,6955,7,2005,2006,0,1368,1368,1368,2,2,1,6,1,2,2006,202500
1308,8072,5,1994,1995,746,244,990,990,1,3,1,5,0,2,2009,138000
1309,12000,5,1948,2005,144,172,924,1122,1,2,1,6,0,2,2008,147000
1310,7153,6,1991,1991,1200,78,1278,1294,2,3,1,6,0,2,2008,179200
1311,17500,7,1959,2002,1406,496,1902,1902,2,3,1,7,2,2,2010,335000
1312,8814,7,2005,2007,925,349,1274,1274,2,3,1,6,0,2,2007,203000
1313,9572,8,1990,1990,482,971,1453,2810,2,4,1,9,1,2,2007,302000
1314,14774,9,1999,1999,0,1393,1393,2599,2,4,1,10,1,3,2010,333168
1315,8190,4,1954,1954,732,216,948,948,1,3,1,5,1,1,2007,119000
1316,11075,6,1969,1969,500,176,952,2112,2,4,1,9,2,2,2008,206900
1317,10226,8,2008,2008,0,1622,1622,1630,2,3,1,8,1,3,2009,295493
1318,4230,7,2006,2007,0,1352,1352,1352,2,2,1,5,1,2,2007,208900
1319,14781,8,2001,2002,0,1753,1753,1787,2,3,1,7,1,3,2006,275000
1320,10215,4,1954,1954,492,372,864,948,1,3,1,5,0,1,2007,111000
1321,8400,6,1957,1957,189,628,1478,1478,1,3,1,6,2,2,2009,156500
1322,6627,3,1949,1950,0,0,0,720,1,2,1,4,0,1,2008,72500
1323,10186,7,1992,1992,674,76,750,1923,2,3,1,8,1,2,2010,190000
1324,5330,4,1940,1950,280,140,420,708,1,2,1,5,0,0,2009,82500
1325,9986,8,2006,2007,0,1795,1795,1795,2,2,1,7,1,3,2007,147000
1326,3636,4,1922,1950,0,796,796,796,1,2,1,5,0,0,2008,55000
1327,4270,3,1931,2006,544,0,544,774,1,3,1,6,0,0,2007,79000
1328,6600,5,1982,2008,641,175,816,816,1,3,1,5,1,1,2008,130500
1329,10440,6,1920,1950,493,1017,1510,2792,2,5,1,8,2,2,2008,256000
1330,9084,7,1998,1998,0,935,935,1632,2,3,1,8,1,2,2006,176500
1331,10000,8,2006,2006,0,1588,1588,1588,2,3,1,7,1,3,2007,227000
1332,10780,5,1976,1976,483,428,911,954,1,3,1,6,0,2,2006,132500
1333,8877,4,1938,1958,690,126,816,816,1,2,1,3,1,1,2009,100000
1334,7200,5,1938,1995,0,803,803,1360,1,2,1,6,0,1,2006,125500
1335,2368,5,1970,1970,765,0,765,1365,1,3,1,7,0,2,2009,125000
1336,9650,6,1977,1977,686,664,1350,1334,2,2,1,6,1,2,2009,167900
1337,9246,5,1973,1973,0,1656,1656,1656,2,4,2,8,0,2,2008,135000
1338,4118,4,1941,1950,0,693,693,693,1,2,1,4,0,0,2006,52500
1339,13450,7,2002,2002,700,216,916,1861,2,3,1,8,0,2,2006,200000
1340,9560,5,1972,1972,360,504,864,864,1,3,1,5,0,1,2006,128500
1341,8294,4,1971,1971,0,858,858,872,1,3,1,5,0,4,2007,123000
1342,13695,6,2003,2004,814,300,1114,1114,1,3,1,6,0,2,2008,155000
1343,9375,8,2002,2002,0,1284,1284,2169,2,3,1,7,1,2,2007,228500
1344,7558,6,1928,1950,0,896,896,1913,1,3,1,9,1,2,2009,177000
1345,11103,7,2006,2006,0,728,728,1456,2,3,1,8,1,2,2007,155835
1346,6000,4,1920,1950,250,710,960,960,1,2,1,5,0,1,2007,108500
1347,20781,7,1968,2003,297,1203,1568,2156,2,3,1,9,1,2,2006,262500
1348,15306,8,2006,2007,80,1652,1732,1776,2,3,1,7,1,3,2007,283463
1349,16196,7,1998,1998,1443,39,1482,1494,2,3,1,5,1,2,2007,215000
1350,5250,8,1872,1987,259,425,684,2358,2,4,1,8,0,0,2008,122000
1351,11643,5,1969,1969,500,748,1248,2634,2,6,2,12,0,4,2009,200000
